title,description,seller_rating,seller_completed_auctions,seller_cancel_rate,title_length,desc_length,num_positive_keywords,num_negative_keywords,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,auto_approve
macbook air m1,san pham thuoc nhom laptop. ten san pham macbook air m1. chat luong tot. co the giao dich truc tiep,4.63,11,0.03,14,99,1,0,44850966,17.61886,30,15,3,4,0,0
thinkpad x1 moi,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem bao hanh. co dac diem moi. nguon goc ro rang. ngoai hinh dep. mo ta chi tiet. co hoa don,3.28,25,0.369,15,154,3,0,988471,13.80392,120,30,22,1,0,1
hp spectre,san pham thuoc nhom laptop. ten san pham hp spectre. luu y vo. ho tro kiem tra. nguon goc ro rang. chat luong tot. thong tin trung thuc. hinh anh that,1.72,90,0.442,10,150,1,2,28510322,17.16578,45,90,7,3,0,0
airpods pro nguyen seal,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem zin. co dac diem nguyen seal. co the giao dich truc tiep. ho tro kiem tra,2.97,98,0.128,23,141,2,0,40341457,17.51289,180,45,21,6,1,1
fujifilm xt30 like new,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem like new. luu y loi. nguon goc ro rang. hinh anh that. chat luong tot. ho tro kiem tra,1.42,112,0.235,22,154,2,1,45450399,17.63213,30,15,4,3,0,0
canon eos bao hanh khong bao hanh,san pham thuoc nhom camera. ten san pham canon eos. co dac diem bao hanh. co dac diem fullbox. luu y khong bao hanh. mo ta chi tiet. da su dung on dinh,3.9,71,0.344,33,151,2,2,39101897,17.48168,120,45,20,3,0,0
fujifilm xt30 bao hanh,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem bao hanh. co dac diem zin. co dac diem fullbox. chat luong tot. thong tin trung thuc. mo ta chi tiet. ho tro kiem tra,4.77,7,0.045,22,185,4,1,3596865,15.09557,240,15,15,5,1,1
asus tuf moi,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem moi. co dac diem tot. ngoai hinh dep. chat luong tot,4.17,51,0.132,12,115,3,0,33463439,17.32596,90,90,8,4,0,1
canon eos fullbox,san pham thuoc nhom camera. ten san pham canon eos. co dac diem day du phu kien. co dac diem fullbox. co dac diem it dung. da su dung on dinh. chat luong tot. ngoai hinh dep. hinh anh that,1.13,142,0.297,17,188,5,0,20386976,16.83041,180,30,15,3,0,0
seiko 5 cao cap,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem zin. co dac diem cao cap. ngoai hinh dep. nguon goc ro rang. hinh anh that. mo ta chi tiet. thong tin trung thuc,2.98,248,0.17,15,175,3,1,45448326,17.63209,60,45,10,0,0,1
iphone 14 pro chinh hang,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem it dung. co dac diem tot. co dac diem chinh hang. da su dung on dinh. co the giao dich truc tiep. thong tin trung thuc. nguon goc ro rang,4.97,105,0.158,24,209,3,1,44425065,17.60931,45,30,7,5,1,1
iphone 13 chinh hang,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem bao hanh. co dac diem chinh hang. co dac diem dep. chat luong tot. da su dung on dinh,3.27,230,0.19,20,153,4,0,1419173,14.16559,180,60,18,0,0,1
seiko 5 zin,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem zin. ho tro kiem tra. chat luong tot. thong tin trung thuc,1.67,76,0.164,11,121,2,1,29308869,17.1934,45,60,20,6,1,0
oppo find x5 moi,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem moi. thong tin trung thuc. co the giao dich truc tiep. ngoai hinh dep,3.37,69,0.03,16,140,2,1,35689078,17.39036,90,60,6,2,0,1
galaxy buds like new,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem like new. co hoa don. ngoai hinh dep. chat luong tot. ho tro kiem tra. thong tin trung thuc,1.72,4,0.283,20,159,3,1,34693213,17.36205,240,30,18,3,0,0
casio gshock it dung,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem tot. co dac diem day du phu kien. co dac diem it dung. ngoai hinh dep. mo ta chi tiet,2.46,37,0.108,20,153,4,0,46040149,17.64502,240,45,13,3,0,1
iphone 14 pro cao cap,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem moi. co dac diem cao cap. co dac diem bao hanh. da su dung on dinh. mo ta chi tiet. co the giao dich truc tiep,1.6,7,0.111,21,182,3,0,20890024,16.85478,90,60,17,3,0,0
iphone 14 pro moi,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem moi. hinh anh that. chat luong tot. thong tin trung thuc,1.22,229,0.038,17,128,2,1,40422675,17.5149,60,15,13,2,0,0
xiaomi 13 fullbox,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem bao hanh. co dac diem like new. co dac diem fullbox. luu y gap. ngoai hinh dep. thong tin trung thuc,2.01,226,0.041,17,168,4,2,40303327,17.51194,30,45,10,6,1,0
galaxy watch bao hanh,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem fullbox. co dac diem bao hanh. co dac diem like new. da su dung on dinh. co hoa don. hinh anh that. mo ta chi tiet. ngoai hinh dep,2.5,242,0.051,21,198,4,0,36674329,17.41759,90,60,21,1,0,1
dell xps 13 moi,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem moi. co dac diem chinh hang. mo ta chi tiet. co hoa don,3.21,79,0.288,15,121,2,0,47067597,17.6671,60,120,3,4,0,1
seiko 5 mat phu kien,san pham thuoc nhom dong ho. ten san pham seiko 5. luu y mat phu kien. luu y khong ro. mo ta chi tiet. nguon goc ro rang. chat luong tot. ho tro kiem tra,2.27,207,0.345,20,153,1,3,27315580,17.12297,240,15,8,6,1,0
seiko 5 day du phu kien,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem nguyen seal. co dac diem day du phu kien. luu y loi. luu y xuoc. da su dung on dinh. ngoai hinh dep. ho tro kiem tra. mo ta chi tiet,3.78,195,0.023,23,195,3,2,43106544,17.57919,45,120,14,6,1,1
xiaomi 13 tot,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem tot. nguon goc ro rang. mo ta chi tiet,3.07,248,0.345,13,106,1,0,43615770,17.59093,240,30,19,5,1,1
beats studio buds bao hanh,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem moi. co dac diem bao hanh. luu y mo ta so sai. co the giao dich truc tiep. da su dung on dinh. ho tro kiem tra,1.73,224,0.17,26,184,2,1,38328262,17.4617,45,15,0,4,0,0
macbook air m1 bao hanh,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem it dung. co dac diem bao hanh. co dac diem chinh hang. thong tin trung thuc. co hoa don. nguon goc ro rang. hinh anh that. chat luong tot,1.68,145,0.053,23,206,4,1,48273317,17.69239,120,60,14,6,1,1
iphone 14 pro it dung,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem moi. co dac diem it dung. nguon goc ro rang. da su dung on dinh. mo ta chi tiet. co hoa don. co the giao dich truc tiep,4.98,72,0.327,21,191,2,0,12757947,16.36167,90,30,13,6,1,1
galaxy buds like new,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem like new. co the giao dich truc tiep. hinh anh that. chat luong tot. thong tin trung thuc. nguon goc ro rang,4.9,101,0.309,20,176,2,1,47921165,17.68507,90,120,13,5,1,1
iphone 13 zin,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem like new. co dac diem zin. hinh anh that. co hoa don,3.02,97,0.136,13,120,2,0,26537654,17.09408,180,45,4,4,0,1
dell xps 13 nguyen seal,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem nguyen seal. co the giao dich truc tiep. ho tro kiem tra. da su dung on dinh,1.57,29,0.141,23,142,1,0,8631310,15.97091,90,45,23,2,0,1
galaxy buds dep,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem moi. co dac diem dep. luu y khong bao hanh. chat luong tot. nguon goc ro rang. thong tin trung thuc. hinh anh that,1.76,13,0.103,15,182,4,2,2456674,14.71432,90,45,5,5,1,0
xiaomi 13,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. chat luong tot. thong tin trung thuc. co the giao dich truc tiep. da su dung on dinh. ho tro kiem tra,4.47,31,0.157,9,157,1,1,13722337,16.43454,240,45,5,6,1,0
nikon d750 like new,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem like new. co dac diem tot. da su dung on dinh. co the giao dich truc tiep. mo ta chi tiet,4.07,173,0.042,19,154,2,0,22105850,16.91135,30,45,21,5,1,1
airpods pro zin,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem fullbox. co dac diem zin. co dac diem cao cap. thong tin trung thuc. hinh anh that. ho tro kiem tra. ngoai hinh dep,3.62,243,0.204,15,183,4,1,49143168,17.71025,180,90,4,1,0,1
galaxy buds dep can sua,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem dep. co dac diem tot. luu y can sua. da su dung on dinh. co the giao dich truc tiep. hinh anh that,4.41,41,0.175,23,166,2,1,27054354,17.11336,60,120,20,1,0,1
seiko 5 cao cap,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem cao cap. co dac diem tot. luu y xuoc. luu y khong bao hanh. chat luong tot. thong tin trung thuc. da su dung on dinh,2.91,144,0.27,15,179,3,3,6104719,15.62457,240,60,11,4,0,0
apple watch,san pham thuoc nhom dong ho. ten san pham apple watch. mo ta chi tiet. nguon goc ro rang. chat luong tot. co hoa don. ho tro kiem tra,3.59,21,0.131,11,133,1,0,29400432,17.19652,30,60,9,1,0,1
sony wh-1000xm5 chinh hang,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem chinh hang. co dac diem dep. ngoai hinh dep. co the giao dich truc tiep,3.04,105,0.043,26,143,2,0,44399245,17.60873,180,90,8,2,0,1
oppo find x5 cu,san pham thuoc nhom dien thoai. ten san pham oppo find x5. luu y cu. hinh anh that. co the giao dich truc tiep. da su dung on dinh. ho tro kiem tra. nguon goc ro rang,2.26,185,0.205,15,166,0,1,45030378,17.62285,90,90,8,2,0,0
thinkpad x1 tot mat phu kien,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem tot. luu y mat phu kien. da su dung on dinh. co the giao dich truc tiep,1.05,167,0.215,28,137,1,1,46476330,17.65445,90,120,23,4,0,0
galaxy buds cao cap mat phu kien,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem cao cap. co dac diem day du phu kien. luu y mat phu kien. luu y loi. hinh anh that. mo ta chi tiet,4.44,53,0.217,32,166,2,2,9791132,16.09699,180,30,13,6,1,1
sony a6400,san pham thuoc nhom camera. ten san pham sony a6400. luu y xuoc. co the giao dich truc tiep. nguon goc ro rang,4.61,189,0.316,10,110,0,1,32600942,17.29985,90,15,14,4,0,0
beats studio buds,san pham thuoc nhom tai nghe. ten san pham beats studio buds. da su dung on dinh. chat luong tot. co hoa don. hinh anh that. mo ta chi tiet,2.6,131,0.266,17,139,1,0,41086754,17.5312,180,60,7,5,1,0
xiaomi 13 cao cap,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem moi. co dac diem cao cap. co the giao dich truc tiep. chat luong tot. ho tro kiem tra. mo ta chi tiet. ngoai hinh dep,2.74,41,0.13,17,185,4,0,12948410,16.37648,90,45,14,1,0,1
nikon d750 cao cap,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem it dung. co dac diem cao cap. co dac diem zin. luu y xuoc. da su dung on dinh. ho tro kiem tra. chat luong tot. thong tin trung thuc. co the giao dich truc tiep,3.49,72,0.311,18,225,4,2,5834240,15.57925,180,60,4,1,0,0
fujifilm xt30 zin,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem zin. mo ta chi tiet. ngoai hinh dep. hinh anh that,5.0,91,0.396,17,118,2,0,24010808,16.99401,180,30,5,6,1,1
canon eos fullbox,san pham thuoc nhom camera. ten san pham canon eos. co dac diem fullbox. co dac diem tot. co dac diem like new. chat luong tot. co hoa don. ho tro kiem tra,4.14,196,0.021,17,155,3,0,37431137,17.43801,60,30,22,6,1,1
iphone 13 cao cap,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem zin. co dac diem fullbox. co dac diem cao cap. ngoai hinh dep. hinh anh that,3.03,42,0.283,17,144,4,0,13833236,16.44258,60,30,23,2,0,1
fujifilm xt30 nguyen seal,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem cao cap. co dac diem nguyen seal. co the giao dich truc tiep. mo ta chi tiet. chat luong tot,4.88,196,0.346,25,160,3,0,16512882,16.61965,240,60,10,2,0,1
samsung s23 nguyen seal mo ta so sai,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem nguyen seal. luu y mo ta so sai. nguon goc ro rang. da su dung on dinh. ngoai hinh dep,4.67,229,0.206,36,156,2,1,34688595,17.36192,240,120,11,0,0,1
oppo find x5 day du phu kien,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem nguyen seal. co dac diem day du phu kien. co dac diem bao hanh. da su dung on dinh. hinh anh that,3.64,164,0.068,28,168,3,0,38607885,17.46897,30,120,22,6,1,1
nikon d750 it dung,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem it dung. luu y test. ho tro kiem tra. hinh anh that. co hoa don. chat luong tot,3.44,37,0.315,18,144,2,1,29993240,17.21648,180,30,17,4,0,0
casio gshock day du phu kien,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem day du phu kien. co dac diem like new. co dac diem moi. luu y loi. nguon goc ro rang. ngoai hinh dep. co hoa don. co the giao dich truc tiep. hinh anh that,3.05,79,0.235,28,223,4,1,42710132,17.56995,45,15,0,6,1,1
sony wh-1000xm5 fullbox,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem day du phu kien. co dac diem dep. co dac diem fullbox. ho tro kiem tra. co hoa don,3.51,90,0.056,23,154,3,0,43735348,17.59367,30,60,9,4,0,1
casio gshock tot gap,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem tot. co dac diem it dung. co dac diem dep. luu y gap. da su dung on dinh. ngoai hinh dep. mo ta chi tiet,1.42,132,0.262,20,172,3,1,24294253,17.00575,90,15,4,5,1,0
apple watch,san pham thuoc nhom dong ho. ten san pham apple watch. chat luong tot. mo ta chi tiet. thong tin trung thuc,1.31,173,0.237,11,107,1,1,39526081,17.49247,120,90,12,6,1,0
seiko 5 zin,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem zin. co dac diem day du phu kien. co dac diem bao hanh. chat luong tot. thong tin trung thuc. nguon goc ro rang,4.87,131,0.388,11,174,4,1,7972748,15.89154,180,30,14,3,0,1
hp spectre tot loi,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem tot. luu y can sua. luu y loi. ngoai hinh dep. nguon goc ro rang,1.47,78,0.446,18,129,2,2,20401439,16.83112,60,60,0,6,1,0
fujifilm xt30 mat phu kien,san pham thuoc nhom camera. ten san pham fujifilm xt30. luu y mat phu kien. co the giao dich truc tiep. ngoai hinh dep,2.39,222,0.02,26,118,1,1,32341203,17.29185,120,45,18,3,0,1
seiko 5 it dung,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem bao hanh. co dac diem it dung. co dac diem dep. luu y mo ta so sai. nguon goc ro rang. ho tro kiem tra. co the giao dich truc tiep. da su dung on dinh. co hoa don,3.66,104,0.174,15,225,3,1,26584652,17.09584,60,90,1,5,1,1
airpods pro moi test,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem tot. co dac diem cao cap. co dac diem moi. luu y test. thong tin trung thuc. ngoai hinh dep. hinh anh that,4.83,133,0.085,20,174,4,2,31982792,17.28071,120,15,3,5,1,1
macbook air m1 it dung,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem it dung. ngoai hinh dep. ho tro kiem tra,2.61,11,0.221,22,109,2,0,1611170,14.29247,60,60,5,3,0,0
nikon d750 fullbox,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem fullbox. nguon goc ro rang. thong tin trung thuc. co hoa don. da su dung on dinh,1.36,78,0.428,18,145,1,1,45590650,17.63521,45,15,19,2,0,0
samsung s23 day du phu kien,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem day du phu kien. da su dung on dinh. co the giao dich truc tiep. hinh anh that. ngoai hinh dep,1.96,152,0.264,27,164,2,0,33133290,17.31605,120,90,12,0,0,0
beats studio buds chinh hang,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem chinh hang. co dac diem day du phu kien. co hoa don. ngoai hinh dep,4.85,172,0.046,28,141,3,0,37275786,17.43385,180,30,9,4,0,1
oppo find x5 nguyen seal,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem nguyen seal. luu y test. luu y xuoc. ngoai hinh dep. chat luong tot. hinh anh that. thong tin trung thuc. mo ta chi tiet,4.84,158,0.13,24,191,3,3,11282794,16.23879,30,15,15,2,0,1
casio gshock dep,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem dep. co dac diem moi. co dac diem chinh hang. co hoa don. co the giao dich truc tiep,2.58,31,0.374,16,152,3,0,48708877,17.70137,120,45,13,1,0,1
galaxy buds zin vo,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem it dung. co dac diem zin. luu y mat phu kien. luu y vo. hinh anh that. nguon goc ro rang. thong tin trung thuc. co hoa don,2.91,230,0.004,18,190,2,3,11695805,16.27474,90,90,22,5,1,0
apple watch fullbox,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem fullbox. co dac diem dep. co the giao dich truc tiep. ho tro kiem tra. da su dung on dinh. chat luong tot. co hoa don,2.43,45,0.378,19,184,3,0,46826900,17.66197,30,15,14,2,0,1
apple watch moi,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem moi. co the giao dich truc tiep. co hoa don. mo ta chi tiet,1.94,126,0.435,15,126,1,0,2519340,14.73951,60,60,22,5,1,1
iphone 14 pro tot,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem fullbox. co dac diem moi. co dac diem tot. nguon goc ro rang. ngoai hinh dep. mo ta chi tiet. ho tro kiem tra. da su dung on dinh,3.26,174,0.271,17,201,4,0,11829541,16.28611,30,90,4,5,1,1
sony wh-1000xm5 chinh hang,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem moi. co dac diem like new. co dac diem chinh hang. luu y khong ro. ngoai hinh dep. chat luong tot. hinh anh that. mo ta chi tiet,3.56,241,0.293,26,200,5,2,21726113,16.89403,90,60,8,0,0,1
seiko 5 it dung vo,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem it dung. luu y vo. ho tro kiem tra. hinh anh that. da su dung on dinh. co the giao dich truc tiep. nguon goc ro rang,1.33,146,0.363,18,179,1,1,49539041,17.71827,45,120,13,0,0,0
thinkpad x1 cao cap,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem cao cap. chat luong tot. da su dung on dinh,4.23,151,0.359,19,109,2,0,22484663,16.92834,240,45,7,0,0,1
airpods pro tot,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem like new. co dac diem fullbox. co dac diem tot. co the giao dich truc tiep. chat luong tot. thong tin trung thuc. hinh anh that. da su dung on dinh,4.67,96,0.141,15,215,3,1,46580848,17.6567,30,30,1,6,1,1
beats studio buds,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co hoa don. da su dung on dinh,2.61,158,0.338,17,92,0,0,15693880,16.56878,240,90,21,4,0,0
seiko 5 tot,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem tot. co dac diem fullbox. luu y khong bao hanh. thong tin trung thuc. mo ta chi tiet. co the giao dich truc tiep. hinh anh that,1.05,182,0.03,11,190,3,2,13043251,16.38378,120,30,20,4,0,0
seiko 5 like new,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem like new. co dac diem bao hanh. nguon goc ro rang. co hoa don,3.34,131,0.432,16,124,2,0,24057769,16.99597,60,90,17,6,1,1
casio gshock chinh hang,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem chinh hang. co dac diem dep. mo ta chi tiet. ngoai hinh dep,4.28,143,0.386,23,127,2,0,28374043,17.16099,60,30,6,5,1,1
samsung s23 it dung,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem it dung. thong tin trung thuc. ho tro kiem tra. co hoa don. mo ta chi tiet,2.31,26,0.204,19,144,1,1,2881467,14.87381,90,30,0,5,1,0
asus tuf nguyen seal,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem it dung. co dac diem nguyen seal. da su dung on dinh. nguon goc ro rang. hinh anh that,2.45,18,0.161,20,149,2,0,37274723,17.43383,30,30,9,3,0,0
